,well,fov,centroid-0,centroid-1
2946,r07c18,3,342.4651394422311,955.961155378486
2947,r07c18,3,345.82197355035606,21.508646998982705
2948,r07c18,3,352.98680203045683,643.1208121827411
2949,r07c18,3,360.74598677998114,389.8215297450425
2950,r07c18,3,370.2635294117647,189.48470588235296
2951,r07c18,3,372.09765625,437.265625
2952,r07c18,3,382.1309963099631,112.14114391143912
2953,r07c18,3,387.8620296465222,621.7263397947548
2954,r07c18,3,398.9233753637245,560.2657613967023
2955,r07c18,3,418.0427756653992,238.89828897338404
2956,r07c18,3,418.5977596741344,685.8360488798371
2957,r07c18,3,437.8365296803653,322.02465753424656
2958,r07c18,3,467.6008230452675,1071.3106995884773
2959,r07c18,3,468.9104665825977,686.7288776796973
2960,r07c18,3,483.1553509781358,646.6559263521289
2961,r07c18,3,482.51827956989246,736.9129032258064
2962,r07c18,3,483.3461975028377,578.3711691259932
2963,r07c18,3,507.2927400468384,534.0772833723653
2964,r07c18,3,513.9875444839857,230.9768683274021
2965,r07c18,3,515.6481818181818,117.28727272727272
2966,r07c18,3,527.6776669224865,342.2517267843438
2967,r07c18,3,526.3344120819849,574.6245954692556
2968,r07c18,3,538.7477931904161,964.5851197982346
2969,r07c18,3,545.3791982665222,441.0845070422535
2970,r07c18,3,546.7259552042161,1061.0171277997365
2971,r07c18,3,555.861910241657,543.7226697353279
2972,r07c18,3,565.9865659109992,281.5256087321579
2973,r07c18,3,566.6908163265306,742.7459183673469
2974,r07c18,3,586.9131679389313,185.8931297709924
2975,r07c18,3,588.8308227114716,395.5538818076477
2976,r07c18,3,609.8645833333334,1053.059375
2977,r07c18,3,613.9542857142857,248.16
2978,r07c18,3,630.1071779744346,576.3844641101279
2979,r07c18,3,659.6326335877862,740.4179389312977
2980,r07c18,3,658.9427402862985,102.97955010224948
2981,r07c18,3,663.980980980981,188.3413413413413
2982,r07c18,3,664.2907692307692,470.0192307692308
2983,r07c18,3,696.8559639909978,483.27381845461366
2984,r07c18,3,695.6381578947369,578.5328947368421
2985,r07c18,3,703.8800413650465,781.6566701137539
2986,r07c18,3,695.7648083623693,614.067944250871
2987,r07c18,3,722.4222689075631,615.2941176470588
2988,r07c18,3,753.5375275938189,372.2295805739514
2989,r07c18,3,754.2706164931946,739.724579663731
2990,r07c18,3,760.7003699136868,327.17139334155365
2991,r07c18,3,764.0844212358572,140.81026979982593
2992,r07c18,3,795.0820433436533,804.8993808049536
2993,r07c18,3,794.0530035335689,397.6513545347468
2994,r07c18,3,811.3118811881188,739.424504950495
2995,r07c18,3,814.6052036199095,766.8608597285067
2996,r07c18,3,824.0209339774557,352.94202898550725
2997,r07c18,3,835.0196629213483,428.5468164794008
2998,r07c18,3,844.5610859728507,4.615384615384615
2999,r07c18,3,847.2183406113537,336.89519650655023
3000,r07c18,3,867.5141361256544,721.5570680628272
3001,r07c18,3,860.8640661938534,58.10047281323877
3002,r07c18,3,872.3625866050809,236.79676674364896
3003,r07c18,3,890.4105392156863,337.6985294117647
3004,r07c18,3,907.4183848797252,232.01374570446737
3005,r07c18,3,911.6534653465346,711.2729844413012
3006,r07c18,3,942.95703125,109.07552083333331
3007,r07c18,3,950.125974025974,296.24675324675326
3008,r07c18,3,951.6116788321168,81.48175182481752
3009,r07c18,3,957.6755646817248,335.49281314168377
3010,r07c18,3,967.774767146486,428.4352243861135
3011,r07c18,3,978.4898119122256,706.9733542319749
3012,r07c18,3,1016.0815972222222,506.765625
3013,r07c18,3,1026.8122699386504,429.8515337423313
3014,r07c18,3,1036.0491958372754,300.8032166508988
3015,r07c18,3,1029.8563685636857,351.88482384823845
3016,r07c18,3,1042.7180899908174,690.6776859504132
3017,r07c18,3,1037.3772123893805,558.2743362831858
3018,r07c18,3,1051.6011695906432,471.5321637426901
3019,r07c18,3,1050.872964169381,365.0488599348534
3020,r07c18,3,1064.6461716937356,405.1032482598608
3021,r07c18,3,1067.7397454031118,243.87411598302688
3022,r05c18,2,6.215827338129497,14.89568345323741
3023,r05c18,2,8.885586924219911,255.3982169390788
3024,r05c18,2,15.308343409915356,316.3881499395405
3025,r05c18,2,5.800724637681159,388.1739130434783
3026,r05c18,2,46.07288317256163,189.42979635584132
3027,r05c18,2,57.8099173553719,381.8365472910928
3028,r05c18,2,67.69330453563715,272.6306695464363
3029,r05c18,2,87.47975708502024,104.67408906882592
3030,r05c18,2,91.70350404312669,20.044025157232703
3031,r05c18,2,93.34626038781164,329.0286241920591
3032,r05c18,2,115.96946564885496,70.02544529262086
3033,r05c18,2,128.2961296129613,305.5967596759676
3034,r05c18,2,130.62225705329155,182.07601880877743
3035,r05c18,2,132.05105633802816,414.5669014084507
3036,r05c18,2,167.56677181913776,366.3606729758149
3037,r05c18,2,165.89467005076142,106.10532994923858
